"CIS";"CIP13";"CIP7";"NOM_CIP13";"statut";"action";"dateAction";"libelle";"agrement";"taux";"prixHorsHono";"prixTotal";"honoraires";"denomination";"dateAMM";"numAMMCE";"nomCIS";"numFamille";"type";"tri";"denomination_ss_labo";"nb_CIS";"unite";"contenance";"unite2";"unite_final"
"64823509";"3400937200608";"3720060";"DAONIL 5MG CPR 180";"Présentation active";"Déclaration de commercialisation";2007-01-26;"plaquette(s) thermoformée(s) PVC aluminium de 180 comprimé(s)";"oui";"65%";"13,39";"14,41";"1,02";"DAONIL 5 mg, comprime secable";"1997-12-18";"";"DAONIL 5 mg";"420";"0";1;"DAONIL 5 mg, comprimé sécable";3;1;NA;180;180
"64825983";"3400938861518";"3886151";"KETOCONAZOLE CRISTERS 2 P. 100 GEL SACHET 8/6 G";"Présentation active";"Déclaration de commercialisation";2009-06-25;"8 sachet(s)-dose(s) polytéréphtalate (PET) aluminium polyéthylène de 6 g";"oui";"30%";"4,75";"5,77";"1,02";"KETOCONAZOLE CRISTERS 2 %, gel en sachet-dose";"2008-10-08";"";"KETOCONAZOLE CRISTERS 2 %";"649";"1";4;"KETOCONAZOLE 2 %, gel en sachet-dose";1;8;"6G";1;8
"64828545";"3400949725854";"4972585";"CICLETANINE BIOGARAN 50 MG GELULE 90";"Présentation active";"Déclaration de commercialisation";2011-05-03;"plaquette(s) PVC-Aluminium de 90 gélule(s)";"oui";"65%";"22,98";"25,74";"2,76";"CICLETANINE BIOGARAN 50 mg, gelule";"2010-11-12";"";"CICLETANINE BIOGARAN 50 mg";"961";"1";2;"CICLETANINE 50 mg, gélule";2;1;NA;90;90
"64828545";"3400949725625";"4972562";"CICLETANINE BIOGARAN 50 MG GELULE 30";"Présentation active";"Déclaration de commercialisation";2011-05-03;"plaquette(s) PVC-Aluminium de 30 gélule(s)";"oui";"65%";"8,12";"9,14";"1,02";"CICLETANINE BIOGARAN 50 mg, gelule";"2010-11-12";"";"CICLETANINE BIOGARAN 50 mg";"961";"1";2;"CICLETANINE 50 mg, gélule";2;1;NA;30;30
"64831477";"3400938883978";"3888397";"RAMIPRIL EVOLUGEN 1,25 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2010-09-13;"plaquette(s) thermoformée(s) aluminium de 30 comprimé(s)";"oui";"65%";"3,62";"4,64";"1,02";"RAMIPRIL EVOLUGEN 1,25 mg, comprime";"2008-11-12";"";"RAMIPRIL EVOLUGEN 1,25 mg";"372";"1";10;"RAMIPRIL 1,25 mg, comprimé";1;1;NA;30;30
"64832814";"3400949215188";"4921518";"OXOMEMAZINE TEVA 0,33 MG/ML SANS SUCRE FL 1/150 ML";"Présentation active";"Déclaration de commercialisation";2010-12-16;"1 flacon(s) en verre brun de 150 ml avec gobelet(s) doseur(s) polypropylène";"oui";"15%";"1,99";"3,01";"1,02";"OXOMEMAZINE TEVA 0,33 mg/ml SANS SUCRE, solution buvable edulcoree a l'acesulfame potassique";"2010-07-22";"";"OXOMEMAZINE TEVA 0,33 mg/ml SANS SUCRE";"952";"1";14;"OXOMEMAZINE 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique";1;1;"150ML";1;1
"64833033";"3400949179596";"4917959";"MYCOPHENOLATE MOFETIL BIOGARAN 250 MG GELULE 100";"Présentation active";"Déclaration de commercialisation";2010-11-04;"plaquette(s) PVC PVDC aluminium de 100 gélule(s)";"oui";"100%";"54,11";"55,13";"1,02";"MYCOPHENOLATE MOFETIL BIOGARAN 250 mg, gelule";"2010-06-28";"";"MYCOPHENOLATE MOFETIL BIOGARAN 250 mg";"758";"1";3;"MYCOPHENOLATE MOFETIL 250 mg, gélule";1;1;NA;100;100
"64835212";"3400933830076";"3383007";NA;"Présentation active";"Déclaration de commercialisation";2011-01-01;"1 tube(s) aluminium de 3,5 g";"oui";"";"";"";"";"BEPANTHEN 5 %, pommade";"1995-10-16";"";"BEPANTHEN 5 %";"1176";"0";1;"BEPANTHEN 5 %, pommade";3;1;"3,5g";1;1
"64835212";"3400935939920";"3593992";NA;"Présentation active";"Déclaration de commercialisation";2002-09-10;"1 tube(s) aluminium de 30 g";"oui";"";"";"";"";"BEPANTHEN 5 %, pommade";"1995-10-16";"";"BEPANTHEN 5 %";"1176";"0";1;"BEPANTHEN 5 %, pommade";3;1;"30g";1;1
"64835212";"3400935940179";"3594017";NA;"Présentation active";"Déclaration de commercialisation";2002-09-10;"1 tube(s) aluminium de 100 g";"oui";"";"";"";"";"BEPANTHEN 5 %, pommade";"1995-10-16";"";"BEPANTHEN 5 %";"1176";"0";1;"BEPANTHEN 5 %, pommade";3;1;"100g";1;1
"64842776";"3400939014944";"3901494";"PRAVASTATINE SANDOZ 40 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2012-02-02;"plaquette(s) thermoformée(s) aluminium de 30 comprimé(s)";"oui";"65%";"5,71";"6,73";"1,02";"PRAVASTATINE SANDOZ 40 mg, comprime";"2008-11-21";"";"PRAVASTATINE SANDOZ 40 mg";"381";"1";19;"PRAVASTATINE 40 mg, comprimé";2;1;NA;30;30
"64842776";"3400921824360";"2182436";"PRAVASTATINE SANDOZ 40 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2012-03-06;"plaquette(s) thermoformée(s) aluminium de 90 comprimé(s)";"oui";"65%";"16,76";"19,52";"2,76";"PRAVASTATINE SANDOZ 40 mg, comprime";"2008-11-21";"";"PRAVASTATINE SANDOZ 40 mg";"381";"1";19;"PRAVASTATINE 40 mg, comprimé";2;1;NA;90;90
"64847741";"3400937311069";"3731106";"ACEBUTOLOL TEVA 200MG CPR 90";"Présentation active";"Déclaration de commercialisation";2008-11-13;"plaquette(s) PVC-Aluminium de 90 comprimé(s)";"oui";"65%";"11,61";"14,37";"2,76";"ACEBUTOLOL TEVA 200 mg, comprime pellicule";"1995-04-26";"";"ACEBUTOLOL TEVA 200 mg";"80";"1";11;"ACEBUTOLOL 200 mg, comprimé pelliculé";2;1;NA;90;90
"64847741";"3400936146365";"3614636";"ACEBUTOLOL TEVA 200MG CPR 30";"Présentation active";"Déclaration de commercialisation";2003-07-24;"plaquette(s) PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"4,20";"5,22";"1,02";"ACEBUTOLOL TEVA 200 mg, comprime pellicule";"1995-04-26";"";"ACEBUTOLOL TEVA 200 mg";"80";"1";11;"ACEBUTOLOL 200 mg, comprimé pelliculé";2;1;NA;30;30
"64848430";"3400938631968";"3863196";"ALFUZOSINE EVOLUGEN LP 10 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2011-11-21;"plaquette(s) PVC-Aluminium de 30 comprimé(s)";"oui";"30%";"11,67";"12,69";"1,02";"ALFUZOSINE EVOLUGEN LP 10 mg, comprime pellicule a liberation prolongee";"2008-07-09";"";"ALFUZOSINE EVOLUGEN LP 10 mg";"422";"4";5;"ALFUZOSINE 10 mg, comprimé pelliculé à libération prolongée";1;1;NA;30;30
"64848754";"3400957486020";"5748602";NA;"Présentation active";"Déclaration de commercialisation";2010-01-08;"5 ampoule(s) en verre de 2 ml";"oui";"";"";"";"";"TRAMADOL LAVOISIER 50 mg/ml, solution injectable";"2009-03-10";"";"TRAMADOL LAVOISIER 50 mg/ml";"803";"1";4;"TRAMADOL LAVOISIER 50 mg/ml, solution injectable";1;5;"2ml";1;5
"64849151";"3400922136165";"2213616";"LETROZOLE EVOLUGEN 2,5 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2013-12-03;"plaquette(s) thermoformée(s) aluminium PVC de 30 comprimé(s)";"oui";"100%";"43,81";"44,83";"1,02";"LETROZOLE EVOLUGEN 2,5 mg, comprime pellicule";"2012-05-16";"";"LETROZOLE EVOLUGEN 2,5 mg";"756";"1";8;"LETROZOLE 2,5 mg, comprimé pelliculé";1;1;NA;30;30
"64849589";"3400930030028";"3003002";NA;"Présentation active";"Déclaration de commercialisation";2017-04-06;"plaquette(s) PVC aluminium de 56 gélule(s)";"oui";"65%";"13,62";"14,64";"1,02";"PREGABALINE ALTER 75 mg, gelule";"2015-11-23";"";"PREGABALINE ALTER 75 mg";"1251";"1";2;"PREGABALINE 75 mg, gélule";1;1;NA;56;56
"64853413";"3400930073766";"3007376";NA;"Présentation active";"Déclaration de commercialisation";2018-01-29;"1 flacon(s) polyéthylène basse densité (PEBD) de 3 ml avec compte-gouttes";"oui";"65%";"7,00";"8,02";"1,02";"BIMATOPROST MYLAN PHARMA 0,3 mg/ml, collyre en solution";"2016-10-27";"";"BIMATOPROST MYLAN PHARMA 0,3 mg/ml";"1359";"1";3;"BIMATOPROST 0,3 mg/ml, collyre en solution";1;1;"3ml";1;1
"64853979";"3400939307510";"3930751";"PANTOPRAZOLE MYLAN PHARMA 40MG CPR 7";"Présentation active";"Déclaration de commercialisation";2009-05-07;"plaquette(s) aluminium de 7 comprimé(s)";"oui";"65%";"1,76";"2,78";"1,02";"PANTOPRAZOLE MYLAN PHARMA 40 mg, comprime gastro-resistant";"2009-03-09";"";"PANTOPRAZOLE MYLAN PHARMA 40 mg";"615";"1";17;"PANTOPRAZOLE 40 mg, comprimé gastro-résistant";5;1;NA;7;7
"64853979";"3400939271286";"3927128";"PANTOPRAZOLE MYLAN PHARMA 40 MG CPR GASTRORESISTANT 28";"Présentation active";"Déclaration de commercialisation";2013-08-28;"flacon(s) polyéthylène haute densité (PEHD) de 28 comprimé(s)";"oui";"65%";"6,74";"7,76";"1,02";"PANTOPRAZOLE MYLAN PHARMA 40 mg, comprime gastro-resistant";"2009-03-09";"";"PANTOPRAZOLE MYLAN PHARMA 40 mg";"615";"1";17;"PANTOPRAZOLE 40 mg, comprimé gastro-résistant";5;1;NA;28;28
"64853979";"3400955027973";"5502797";NA;"Présentation active";"Déclaration de commercialisation";2017-05-09;"70 plaquette(s) aluminium de 1 comprimé(s)";"oui";"";"";"";"";"PANTOPRAZOLE MYLAN PHARMA 40 mg, comprime gastro-resistant";"2009-03-09";"";"PANTOPRAZOLE MYLAN PHARMA 40 mg";"615";"1";17;"PANTOPRAZOLE 40 mg, comprimé gastro-résistant";5;70;NA;1;70
"64853979";"3400939307749";"3930774";"PANTOPRAZOLE MYLAN PHARMA 40MG CPR 28";"Présentation active";"Déclaration de commercialisation";2009-05-07;"plaquette(s) aluminium de 28 comprimé(s)";"oui";"65%";"6,74";"7,76";"1,02";"PANTOPRAZOLE MYLAN PHARMA 40 mg, comprime gastro-resistant";"2009-03-09";"";"PANTOPRAZOLE MYLAN PHARMA 40 mg";"615";"1";17;"PANTOPRAZOLE 40 mg, comprimé gastro-résistant";5;1;NA;28;28
"64853979";"3400939307688";"3930768";"PANTOPRAZOLE MYLAN PHARMA 40MG CPR 14";"Présentation active";"Déclaration de commercialisation";2009-05-07;"plaquette(s) aluminium de 14 comprimé(s)";"oui";"65%";"3,39";"4,41";"1,02";"PANTOPRAZOLE MYLAN PHARMA 40 mg, comprime gastro-resistant";"2009-03-09";"";"PANTOPRAZOLE MYLAN PHARMA 40 mg";"615";"1";17;"PANTOPRAZOLE 40 mg, comprimé gastro-résistant";5;1;NA;14;14
"64854287";"3400936772465";"3677246";"PAROXETINE BIOGARAN 20MG CPR SEC 14";"Présentation active";"Déclaration de commercialisation";2005-07-07;"plaquette(s) thermoformée(s) PVC-Aluminium de 14 comprimé(s)";"oui";"65%";"2,57";"3,59";"1,02";"PAROXETINE BIOGARAN 20 mg, comprime pellicule secable";"1992-06-24";"";"PAROXETINE BIOGARAN 20 mg";"284";"1";5;"PAROXETINE 20 mg, comprimé pelliculé sécable";1;1;NA;14;14
"64855318";"3400937814812";"3781481";"ACICLOVIR ZENTIVA 200 MG CPR 25";"Présentation active";"Déclaration de commercialisation";2007-10-09;"plaquette(s) thermoformée(s) PVC-Aluminium de 25 comprimé(s)";"oui";"65%";"9,11";"10,13";"1,02";"ACICLOVIR ZENTIVA 200 mg, comprime";"2006-12-22";"";"ACICLOVIR ZENTIVA 200 mg";"198";"1";12;"ACICLOVIR 200 mg, comprimé";1;1;NA;25;25
"64855371";"3400930102626";"3010262";NA;"Présentation active";"Déclaration de commercialisation";2017-12-05;"1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 comprimé(s)";"oui";"65%";"48,07";"49,09";"1,02";"LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 75 mg/18,75 mg/200 mg, comprime pellicule";"2017-07-24";"";"LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 75 mg/18,75 mg/200 mg";"1209";"1";7;"LEVODOPA/CARBIDOPA/ENTACAPONE 75 mg/18,75 mg/200 mg, comprimé pelliculé";1;1;NA;100;100
"64855713";"3400927449574";"2744957";"LEVETIRACETAM EG 1000 MG CPR 60";"Présentation active";"Déclaration de commercialisation";2013-11-06;"plaquette(s) PVC-Aluminium de 60 comprimé(s)";"oui";"65%";"25,41";"26,43";"1,02";"LEVETIRACETAM EG 1000 mg, comprime pellicule";"2013-07-09";"";"LEVETIRACETAM EG 1000 mg";"1025";"1";12;"LEVETIRACETAM 1000 mg, comprimé pelliculé";1;1;NA;60;60
"64859537";"3400941977329";"4197732";"TELMISARTAN BIOGARAN 80 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2013-12-12;"plaquette(s) thermoformée(s) aluminium de 90 comprimé(s)";"oui";"65%";"13,19";"15,95";"2,76";"TELMISARTAN BIOGARAN 80 mg, comprime";"2011-09-08";"";"TELMISARTAN BIOGARAN 80 mg";"941";"1";7;"TELMISARTAN 80 mg, comprimé";2;1;NA;90;90
"64859537";"3400941977039";"4197703";"TELMISARTAN BIOGARAN 80 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2013-12-12;"plaquette(s) thermoformée(s) aluminium de 30 comprimé(s)";"oui";"65%";"4,57";"5,59";"1,02";"TELMISARTAN BIOGARAN 80 mg, comprime";"2011-09-08";"";"TELMISARTAN BIOGARAN 80 mg";"941";"1";7;"TELMISARTAN 80 mg, comprimé";2;1;NA;30;30
"64859811";"3400930021910";"3002191";"EPLERENONE ZENTIVA 50 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2015-11-03;"plaquette(s) PVC de 90 comprimé(s)";"oui";"65%";"50,94";"53,70";"2,76";"EPLERENONE ZENTIVA 50 mg, comprime pellicule";"2015-07-22";"";"EPLERENONE ZENTIVA 50 mg";"1244";"1";10;"EPLERENONE 50 mg, comprimé pelliculé";2;1;NA;90;90
"64859811";"3400930019467";"3001946";"EPLERENONE ZENTIVA 50 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2015-11-03;"plaquette(s) PVC de 30 comprimé(s)";"oui";"65%";"18,15";"19,17";"1,02";"EPLERENONE ZENTIVA 50 mg, comprime pellicule";"2015-07-22";"";"EPLERENONE ZENTIVA 50 mg";"1244";"1";10;"EPLERENONE 50 mg, comprimé pelliculé";2;1;NA;30;30
"64860048";"3400922164489";"2216448";"IRBESARTAN TEVA 300 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2012-08-17;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";"oui";"65%";"4,57";"5,59";"1,02";"IRBESARTAN TEVA 300 mg, comprime pellicule";"2009-10-30";"EU/1/09/576";"IRBESARTAN TEVA 300 mg";"819";"1";14;"IRBESARTAN 300 mg, comprimé pelliculé";2;1;NA;30;30
"64860048";"3400922165141";"2216514";"IRBESARTAN TEVA 300 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2012-08-17;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";"oui";"65%";"13,19";"15,95";"2,76";"IRBESARTAN TEVA 300 mg, comprime pellicule";"2009-10-30";"EU/1/09/576";"IRBESARTAN TEVA 300 mg";"819";"1";14;"IRBESARTAN 300 mg, comprimé pelliculé";2;1;NA;90;90
"64860361";"3400930078921";"3007892";NA;"Présentation active";"Déclaration de commercialisation";2017-04-14;"flacon(s) polyéthylène haute densité (PEHD) de 30 gélule(s)";"oui";"65%";"5,49";"6,51";"1,02";"VENLAFAXINE MYLAN LP 37,5 mg, gelule a liberation prolongee";"2008-09-17";"";"VENLAFAXINE MYLAN LP 37,5 mg";"630";"1";14;"VENLAFAXINE 37,5 mg, gélule à libération prolongée";2;1;NA;30;30
"64860361";"3400938841527";"3884152";"VENLAFAXINE MYLAN LP 37,5MG GELULE 30";"Présentation active";"Déclaration de commercialisation";2008-12-08;"plaquette(s) PVC polyéthylène PVDC aluminium de 30 gélule(s)";"oui";"65%";"5,49";"6,51";"1,02";"VENLAFAXINE MYLAN LP 37,5 mg, gelule a liberation prolongee";"2008-09-17";"";"VENLAFAXINE MYLAN LP 37,5 mg";"630";"1";14;"VENLAFAXINE 37,5 mg, gélule à libération prolongée";2;1;NA;30;30
"64861004";"3400927726989";"2772698";"BISOPROLOL QUIVER 5 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2014-12-09;"plaquette(s) PVC PVDC aluminium de 30 comprimé(s)";"oui";"65%";"2,25";"3,27";"1,02";"BISOPROLOL QUIVER 5 mg, comprime secable";"2014-01-27";"";"BISOPROLOL QUIVER 5 mg";"449";"1";11;"BISOPROLOL QUIVER 5 mg, comprimé sécable";2;1;NA;30;30
"64861004";"3400927727122";"2772712";"BISOPROLOL QUIVER 5 MG CPR SEC 90";"Présentation active";"Déclaration de commercialisation";2015-01-13;"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";"oui";"65%";"5,85";"8,61";"2,76";"BISOPROLOL QUIVER 5 mg, comprime secable";"2014-01-27";"";"BISOPROLOL QUIVER 5 mg";"449";"1";11;"BISOPROLOL QUIVER 5 mg, comprimé sécable";2;1;NA;90;90
"64862526";"3400930041604";"3004160";"PREGABALINE HCS 300 MG GELULE 56";"Présentation active";"Déclaration de commercialisation";2016-05-10;"plaquette(s) PVC PVDC aluminium de 56 gélule(s)";"oui";"65%";"23,70";"24,72";"1,02";"PREGABALINE HCS 300 mg, gelule";"2016-02-22";"";"PREGABALINE HCS 300 mg";"1255";"1";8;"PREGABALINE HCS 300 mg, gélule";1;1;NA;56;56
"64863980";"3400926712471";"2671247";"PERINDOPRIL ARROW LAB 2 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2016-05-13;"plaquette(s) PVC PVDC aluminium suremballée(s)/surpochée(s) de 30 comprimé(s)";"oui";"65%";"4,17";"5,19";"1,02";"PERINDOPRIL ARROW LAB 2 mg, comprime";"2013-02-20";"";"PERINDOPRIL ARROW LAB 2 mg";"493";"1";6;"PERINDOPRIL 2 mg, comprimé";1;1;NA;30;30
"64867174";"3400949626359";"4962635";"EXEMESTANE EG 25 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2011-07-08;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";"oui";"100%";"49,35";"50,37";"1,02";"EXEMESTANE EG 25 mg, comprime pellicule";"2010-11-12";"";"EXEMESTANE EG 25 mg";"923";"1";8;"EXEMESTANE 25 mg, comprimé pelliculé";1;1;NA;30;30
"64869104";"3400936889422";"3688942";"GABAPENTINE EVOLUGEN 400MG GELULE 90";"Présentation active";"Déclaration de commercialisation";2014-08-06;"plaquette(s) thermoformée(s) PVC aluminium de 90 comprimé(s)";"oui";"65%";"30,22";"31,24";"1,02";"GABAPENTINE EVOLUGEN 400 mg, gelule";"2005-05-31";"";"GABAPENTINE EVOLUGEN 400 mg";"340";"1";8;"GABAPENTINE 400 mg, gélule";1;1;NA;90;90
"64869766";"3400936748972";"3674897";"TRIMEBUTINE ZENTIVA 100MG CPR 30";"Présentation active";"Déclaration de commercialisation";2005-10-12;"plaquette(s) PVC-Aluminium de 30 comprimé(s)";"oui";"15%";"3,35";"4,37";"1,02";"TRIMEBUTINE ZENTIVA 100 mg, comprime";"1998-12-10";"";"TRIMEBUTINE ZENTIVA 100 mg";"21";"1";16;"TRIMEBUTINE 100 mg, comprimé";1;1;NA;30;30
"64870843";"3400930069325";"3006932";NA;"Présentation active";"Déclaration de commercialisation";2017-07-31;"1 flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s) avec sécurité enfant";"oui";"100%";"143,01";"144,03";"1,02";"TENOFOVIR DISOPROXIL BIOGARAN 245 mg, comprime pellicule";"2016-11-08";"";"TENOFOVIR DISOPROXIL BIOGARAN 245 mg";"1361";"1";3;"TENOFOVIR DISOPROXIL 245 mg, comprimé pelliculé";1;1;NA;30;30
"64872666";"3400936596047";"3659604";"ECONAZOLE SANDOZ 1 P. 100 EMULSION APPL LOCALE 1/30 G";"Présentation active";"Déclaration de commercialisation";2005-09-20;"1 flacon(s) polyéthylène de 30 g";"oui";"30%";"1,89";"2,91";"1,02";"ECONAZOLE SANDOZ 1 POUR CENT, emulsion fluide pour application cutanee";"1993-06-07";"";"ECONAZOLE SANDOZ 1 POUR CENT";"110";"1";7;"ECONAZOLE 1 POUR CENT, émulsion fluide pour application cutanée";1;1;"30G";1;1
"64873309";"3400949344550";"4934455";NA;"Présentation active";"Déclaration de commercialisation";2011-05-02;"1 flacon(s) en verre";"oui";"";"";"";"";"PANTOPRAZOLE SUN 40 mg, poudre pour solution injectable";"2010-09-21";"";"PANTOPRAZOLE SUN 40 mg";"886";"1";5;"PANTOPRAZOLE SUN 40 mg, poudre pour solution injectable";1;1;NA;1;1
"64873679";"3400939706504";"3970650";"METFORMINE SANDOZ 850 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2010-04-16;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";"oui";"65%";"6,69";"7,71";"1,02";"METFORMINE SANDOZ 850 mg, comprime pellicule";"2009-11-02";"";"METFORMINE SANDOZ 850 mg";"32";"1";16;"METFORMINE 850 mg, comprimé pelliculé";2;1;NA;90;90
"64873679";"3400939705903";"3970590";"METFORMINE SANDOZ 850 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2010-08-17;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";"oui";"65%";"2,31";"3,33";"1,02";"METFORMINE SANDOZ 850 mg, comprime pellicule";"2009-11-02";"";"METFORMINE SANDOZ 850 mg";"32";"1";16;"METFORMINE 850 mg, comprimé pelliculé";2;1;NA;30;30
"64874592";"3400927675331";"2767533";"MEMANTINE EG 20 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2014-04-25;"plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)";"oui";"15%";"22,25";"23,27";"1,02";"MEMANTINE EG 20 mg, comprime pellicule";"2014-01-27";"";"MEMANTINE EG 20 mg";"1120";"1";8;"MEMANTINE 20 mg, comprimé pelliculé";1;1;NA;28;28
"64874891";"3400932422128";"3242212";"FELDENE 10MG GELULE 30";"Présentation active";"Déclaration de commercialisation";1981-04-19;"1 flacon(s) polyéthylène de 30 gélule(s)";"oui";"30%";"2,20";"3,22";"1,02";"FELDENE 10 mg, gelule";"1981-01-09";"";"FELDENE 10 mg";"212";"0";1;"FELDENE 10 mg, gélule";1;1;NA;30;30
"64876127";"3400941822391";"4182239";"NARATRIPTAN MYLAN 2,5 MG CPR 6";"Présentation active";"Déclaration de commercialisation";2012-03-12;"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 6 comprimé(s)";"oui";"65%";"8,41";"9,43";"1,02";"NARATRIPTAN MYLAN 2,5 mg, comprime pellicule";"2011-07-28";"";"NARATRIPTAN MYLAN 2,5 mg";"694";"1";5;"NARATRIPTAN 2,5 mg, comprimé pelliculé";2;1;NA;6;6
"64876127";"3400941822452";"4182245";"NARATRIPTAN MYLAN 2,5 MG CPR 12";"Présentation active";"Déclaration de commercialisation";2012-03-12;"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s)";"oui";"65%";"17,04";"18,06";"1,02";"NARATRIPTAN MYLAN 2,5 mg, comprime pellicule";"2011-07-28";"";"NARATRIPTAN MYLAN 2,5 mg";"694";"1";5;"NARATRIPTAN 2,5 mg, comprimé pelliculé";2;1;NA;12;12
"64876757";"3400935357472";"3535747";"TRILEPTAL 600MG CPR 50";"Présentation active";"Déclaration de commercialisation";2001-03-12;"plaquette(s) thermoformée(s) PVC-aluminium polyéthylène PVDC de 50 comprimé(s)";"oui";"65%";"20,70";"21,72";"1,02";"TRILEPTAL 600 mg, comprime pellicule";"2000-01-19";"";"TRILEPTAL 600 mg";"590";"0";1;"TRILEPTAL 600 mg, comprimé pelliculé";1;1;NA;50;50
"64877948";"3400930031742";"3003174";"ARIPIPRAZOLE EG 10 MG CPR DISP 28";"Présentation active";"Déclaration de commercialisation";2016-06-22;"plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";"oui";"65%";"21,32";"22,34";"1,02";"ARIPIPRAZOLE EG 10 mg, comprime orodispersible";"2016-02-29";"";"ARIPIPRAZOLE EG 10 mg";"1282";"1";5;"ARIPIPRAZOLE 10 mg, comprimé orodispersible";1;1;NA;28;28
"64878644";"3400938552454";"3855245";"TRAMADOL SANDOZ LP 150 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2008-09-24;"plaquette(s) PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"8,91";"9,93";"1,02";"TRAMADOL SANDOZ L.P. 150 mg, comprime pellicule a liberation prolongee";"2008-05-21";"";"TRAMADOL SANDOZ L.P. 150 mg";"699";"1";11;"TRAMADOL L.P. 150 mg, comprimé pelliculé à libération prolongée";1;1;NA;30;30
"64879479";"3400949750467";"4975046";"ZOLMITRIPTAN RANBAXY 2,5 MG CPR DISP 12";"Présentation active";"Déclaration de commercialisation";2012-03-08;"plaquette(s) polyamide aluminium PVC papier polytéréphtalate (PET) de 12 comprimé(s)";"oui";"65%";"17,04";"18,06";"1,02";"ZOLMITRIPTAN RANBAXY 2,5 mg, comprime orodispersible";"2010-11-30";"";"ZOLMITRIPTAN RANBAXY 2,5 mg";"911";"1";13;"ZOLMITRIPTAN 2,5 mg, comprimé orodispersible";1;1;NA;12;12
"64879575";"3400938790108";"3879010";"ENALAPRIL EG 20 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2009-08-07;"plaquette(s) PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"4,17";"5,19";"1,02";"ENALAPRIL EG 20 mg, comprime secable";"2001-05-31";"";"ENALAPRIL EG 20 mg";"97";"1";5;"ENALAPRIL 20 mg, comprimé sécable";3;1;NA;30;30
"64879575";"3400937393492";"3739349";"ENALAPRIL EG 20 MG CPR SEC 90";"Présentation active";"Déclaration de commercialisation";2008-10-22;"plaquette(s) PVC-Aluminium de 90 comprimé(s)";"oui";"65%";"12,13";"14,89";"2,76";"ENALAPRIL EG 20 mg, comprime secable";"2001-05-31";"";"ENALAPRIL EG 20 mg";"97";"1";5;"ENALAPRIL 20 mg, comprimé sécable";3;1;NA;90;90
"64879575";"3400935709332";"3570933";"ENALAPRIL EG 20MG CPR 28";"Présentation active";"Déclaration de commercialisation";2002-01-15;"plaquette(s) PVC-Aluminium de 28 comprimé(s)";"oui";"65%";"3,90";"4,92";"1,02";"ENALAPRIL EG 20 mg, comprime secable";"2001-05-31";"";"ENALAPRIL EG 20 mg";"97";"1";5;"ENALAPRIL 20 mg, comprimé sécable";3;1;NA;28;28
"64882258";"3400935979780";"3597978";"AMOXICILLINE ARROW 1G CPR DISPERSIBLE 6";"Présentation active";"Déclaration de commercialisation";2002-02-20;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 6 comprimé(s)";"oui";"65%";"1,99";"3,01";"1,02";"AMOXICILLINE ARROW 1 g, comprime pellicule dispersible";"2002-09-23";"";"AMOXICILLINE ARROW 1 g";"150";"1";4;"AMOXICILLINE 1 g, comprimé pelliculé dispersible";3;1;NA;6;6
